,id,listing_url,scrape_id,last_scraped,source,name,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,calendar_updated,has_availability,availability_365,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_communication,review_scores_location,instant_bookable,reviews_per_month
77,45074220,https://www.airbnb.com/rooms/45074220,20241105062440,2024-11-05,city scrape,"Historic Albany, Loft Apartment","Located in downtown Albany. Close to the Times Union, Capital Rep. Theatre, NYS Museum, Visitors Station and several eateries.",https://a0.muscache.com/pictures/b638ce59-6216-401c-862a-06833dac2019.jpg,272907816,https://www.airbnb.com/users/show/272907816,Angela,2019-07-02,"Albany, NY", ,within an hour,100%,87%,t,https://a0.muscache.com/im/pictures/user/153f9845-f918-45b8-94e0-f0e6f8cedfde.jpg?aki_policy=profile_x_medium,Pastures,4,6,"['email', 'phone']",t,t,Neighborhood highlights,SECOND WARD,42.64454,-73.75369,Entire guest suite,Entire home/apt,3,1.0,1 bath,1.0,0.0,"[""Hair dryer"", ""Heating"", ""Iron"", ""Exterior security cameras on property"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Dishes and silverware"", ""Body soap"", ""Fire extinguisher"", ""Dining table"", ""Free parking on premises"", ""Essentials"", ""Cleaning products"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Paid street parking off premises"", ""Lockbox"", ""Air conditioning"", ""Free street parking"", ""Private entrance"", ""Wifi"", ""Kitchen"", ""Coffee maker: drip coffee maker"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Electric stove"", ""TV""]",$90.00,2,29,within data,t,84,33,4.67,4.91,4.73,4.33,f,0.86
78,45313545,https://www.airbnb.com/rooms/45313545,20241105062440,2024-11-05,city scrape,Adorable & Trendy 1 Bd Apt Minutes to Albany Med!,"Lovely quiet neighborhood close to AMC (Albany medical center), Albany Law School etc And minutes from shops, restaurants, downtown Albany.",https://a0.muscache.com/pictures/3cf6c844-f4a4-4d7f-b2e7-1909a6bdb996.jpg,165293595,https://www.airbnb.com/users/show/165293595,Kori,2018-01-01,"Delmar, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/af4d6a23-c038-4ce2-ae7b-9c8e4e1c03d9.jpg?aki_policy=profile_x_medium,Pine Hills,5,7,"['email', 'phone']",t,t,Neighborhood highlights,NINTH WARD,42.6545,-73.78223,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Hangers"", ""Shower gel"", ""Hair dryer"", ""Heating"", ""Keypad"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Self check-in"", ""Dishes and silverware"", ""Dryer"", ""Washer"", ""Pets allowed"", ""Fire extinguisher"", ""Free parking on premises"", ""Essentials"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Air conditioning"", ""Free street parking"", ""Carbon monoxide alarm"", ""Private entrance"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Long term stays allowed"", ""Coffee maker"", ""TV""]",$86.00,2,365,within data,t,166,132,4.72,4.58,4.88,4.73,f,2.68
79,45334218,https://www.airbnb.com/rooms/45334218,20241105062440,2024-11-05,city scrape,"3 bedrooms. Alb/Med, colleges, Dtwn Alb.","Lower Pine Hills neighborhood. <br />Safe walking neighborhood and home.<br />Free street parking only.<br />Walking distance to Albany Medical Center, Albany Law School, Albany Pharmacy School, VA Hospital, College of Saint Rose, Washington Park, Sage College, Suny Downtown Campus, Lark Street and Downtown. <br />Pubs, bars and restaurants located on Madison Ave, Lark Street, Central Ave and New Scotland Ave.",https://a0.muscache.com/pictures/miso/Hosting-45334218/original/03545b9a-9e18-4467-be32-d3ccc15cf9dc.png,89705052,https://www.airbnb.com/users/show/89705052,Share,2016-08-13,"Albany, NY","We are fully vaccinated for Covid-19 with boosters. (Mother and daughter) Please note: Bad reviews are from guests breaking my house rules, not reading the listing description about my room spaces and amenities offered. Also, from racists, haters and misogynistic guests.
We are well traveled African American women and we take pride in our culture and ancestors. It is important to be our authentic selves, without being washed.  My home has ethnic food smells, flags, sarcastic signs, Black art, social justice signs and visiable security cameras. Yes! 5 out of eight letters of my name spell SHARE :) I was a home school/unschooled parent. (Florida and Nevada) My daughter graduated from University At Albany with honors. Class of 2020... and recently graduated with a master's degree.  Class of 2021. She is currently a PhD student at Stony Brook University.  We are hosts and guests of Airbnb. I am originally from Chicago and The Bronx. I am a non smoker and non drinker. We traveled to many states on a budget, including Alaska and Hawaii. We also traveled to: Canada, Mexico, Caribbean and Europe.  We loved Victoria, BC, Montreal, QC, Dublin, Ireland, Paris, France and Brussels, Belgium the most.  I love older homes with character and history. I am a proud owner of a ""Turn Of A Century""  Classic American Foursquare. unique home. (1900)  Captain Arthur William Brandt was one of the previous owners. I had bought my house. in 1999.  We are passionate about social justice issues. We lived in Miami, Orlando/Winter Park, Las Vegas, Montreal and Dominican Republic. I enjoy watching home improvement shows and documentaries. I love to shop at thrift stores for rare, cultured and vintage finds. We love the beauty and peacefulness of nature. We love musicals and ballets. If your last name is (military) Brandt, (pharmacy) Schneible or (nursing)Wagenbaugh, (previous owners) I will offer you 25% off your daily rate. (Not by marriage) Check your Ancestry, Myheritage and 23andme accounts, we maybe related. ;)  I am 9% England/Wales, 3% South Asian  1% Irish, 3% Norway,  1% Native American, 1% Iberian Peninsula and you can guess the rest...lol...(African)  Maternal Melungeon ancestry.  We share paternal DNA with Ramesses lll...Egyptian royalty and my maternal 2nd great grandfather is Little Wyatt Tate and my maternal 4th great grandfather is Judge/senator Charles Tait of Georgia and Alabama... My daughter is 27% European. Caribbean roots . (Jamaica) (DNA)  *Take the test.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User/original/31d87914-56b6-462c-a392-c5041d7641b0.jpeg?aki_policy=profile_x_medium,Pine Hills,4,9,"['email', 'phone']",t,t,Neighborhood highlights,TENTH WARD,42.65842,-73.77869,Private room in home,Private room,4,1.0,1 private bath,3.0,3.0,"[""Hangers"", ""Shower gel"", ""Coffee"", ""Hair dryer"", ""Heating"", ""Portable fans"", ""Keypad"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Exterior security cameras on property"", ""Conditioner"", ""Mini fridge"", ""Self check-in"", ""Dishes and silverware"", ""Fire extinguisher"", ""Exercise equipment"", ""Essentials"", ""Cleaning products"", ""Hot water"", ""Bathtub"", ""Lock on bedroom door"", ""Toaster"", ""Free street parking"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Laundromat nearby"", ""Wifi"", ""Clothing storage: closet and dresser"", ""Breakfast"", ""40 inch HDTV with Hulu, Netflix"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Shared patio or balcony"", ""Coffee maker"", ""Private living room""]",$250.00,2,3,within data,t,6,0,4.9,4.9,5.0,4.8,f,2.2
80,45528939,https://www.airbnb.com/rooms/45528939,20241105062440,2024-11-05,city scrape,UNIQUE Gem in HEART of Albany ★ Spiral Staircase,"This airbnb is on a quiet street in downtown Albany.<br /><br />The Bull & Bee is located right downstairs which is a wonderful Meadery & Tasting Room to try.<br /><br />Lark Street is filled with incredible bars and restaurants and it's only 5 minutes away! Some of our favorite restaurants include, Dove + Deer, The Loft, Rain Modern Chinese and Rosanna's.<br /><br />If you want to walk to dinner, Cafe Capriccio is only 1 minute away and has some of the most delicious Italian food!<br /><br />The Egg and Empire State Plaza are less than a 3 minute drive away.<br /><br />For groceries Market 32 is only 4 minutes away. You will have everything you need!<br /><br />You will be in very close vicinity to a lot of great attractions!",https://a0.muscache.com/pictures/424f2eba-4772-48a6-a4ce-18fe4f207631.jpg,47625981,https://www.airbnb.com/users/show/47625981,Linda,2015-10-28,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,97%,99%,f,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_x_medium,Mansion Area,17,18,"['email', 'phone']",t,t,Neighborhood highlights,SECOND WARD,42.64801,-73.75668,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Hangers"", ""Stove"", ""Coffee"", ""Hair dryer"", ""Heating"", ""Keypad"", ""Extra pillows and blankets"", ""Iron"", ""Exterior security cameras on property"", ""Bed linens"", ""Conditioner"", ""First aid kit"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Freezer"", ""Pets allowed"", ""Clothing storage"", ""Fire extinguisher"", ""Dining table"", ""Essentials"", ""Cleaning products"", ""Room-darkening shades"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Oven"", ""Air conditioning"", ""Free street parking"", ""Carbon monoxide alarm"", ""Paid parking lot off premises"", ""Laundromat nearby"", ""Private entrance"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Wine glasses"", ""Coffee maker: Keurig coffee machine"", ""TV""]",$120.00,1,1125,within data,t,354,96,4.61,4.72,4.82,4.49,f,2.09
81,45529316,https://www.airbnb.com/rooms/45529316,20241105062440,2024-11-05,city scrape,WOW ★ Bright Apt ★ PRIME downtown Walk Everywhere,"This airbnb is on a quiet street in downtown Albany.<br /><br />The Bull & Bee is located right downstairs which is a wonderful Meadery & Tasting Room to try.<br /><br />Lark Street is filled with incredible bars and restaurants and it's only 5 minutes away! Some of our favorite restaurants include, Dove + Deer, The Loft, Rain Modern Chinese and Rosanna's.<br /><br />If you want to walk to dinner, Cafe Capriccio is only 1 minute away and has some of the most delicious Italian food!<br /><br />The Egg and Empire State Plaza are less than a 3 minute drive away.<br /><br />For groceries Market 32 is only 4 minutes away.<br /><br />You will be in very close vicinity to a lot of great attractions!",https://a0.muscache.com/pictures/4683338a-6924-4aca-9fd1-02cba76ac872.jpg,47625981,https://www.airbnb.com/users/show/47625981,Linda,2015-10-28,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,97%,99%,f,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_x_medium,Mansion Area,17,18,"['email', 'phone']",t,t,Neighborhood highlights,SECOND WARD,42.64821,-73.75793,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Hangers"", ""Long term stays allowed"", ""Coffee"", ""Hair dryer"", ""Heating"", ""Iron"", ""Exterior security cameras on property"", ""Conditioner"", ""First aid kit"", ""Self check-in"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Dishwasher"", ""Body soap"", ""Freezer"", ""Pets allowed"", ""Fire extinguisher"", ""Dining table"", ""Essentials"", ""Cleaning products"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Lockbox"", ""Air conditioning"", ""Toaster"", ""Free street parking"", ""Carbon monoxide alarm"", ""Paid parking lot off premises"", ""Laundromat nearby"", ""Private entrance"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Electric stove"", ""Wine glasses"", ""Coffee maker: Keurig coffee machine"", ""TV""]",$120.00,1,1125,within data,t,351,112,4.78,4.88,4.92,4.48,f,2.43
82,45804322,https://www.airbnb.com/rooms/45804322,20241105062440,2024-11-05,city scrape,Home in Heart of Pine Hills,nice,https://a0.muscache.com/pictures/e5292aa5-03ef-4a21-a785-1a2bbd94c80c.jpg,124848440,https://www.airbnb.com/users/show/124848440,Emilie,2017-04-08,"Albany, NY","Hi, my name is Emilie. I'm from Rochester, NY and have now made Albany, NY my home. My partner (Chris) and I own the home and have really enjoyed our time here! We love exploring and trying new restaurants.",within a few hours,100%,81%,t,https://a0.muscache.com/im/pictures/user/56cbcf89-f73e-425a-9f07-f59d9c8f1973.jpg?aki_policy=profile_x_medium,Pine Hills,1,1,"['email', 'phone']",t,t,Neighborhood highlights,TENTH WARD,42.66137,-73.7904,Private room in home,Private room,2,2.0,2 baths,1.0,1.0,"[""Hangers"", ""Hair dryer"", ""Heating"", ""Self check-in"", ""Dryer"", ""Washer"", ""Fire extinguisher"", ""Essentials"", ""Refrigerator"", ""Hot water"", ""Air conditioning"", ""Smart lock"", ""Free street parking"", ""Backyard"", ""Carbon monoxide alarm"", ""Wifi"", ""Dedicated workspace"", ""Smoke alarm"", ""Microwave"", ""Coffee maker"", ""TV""]",$105.00,1,35,within data,t,88,165,4.96,4.96,4.96,4.92,f,3.34
83,46894493,https://www.airbnb.com/rooms/46894493,20241105062440,2024-11-05,city scrape,Our Antique Bungalow,"The Helderberg Neighborhood has some of Albany's best restaurants and bars right on new Scotland Avenue. We are also walking distance to Albany Med, Russell Sage College, Albany Law School and The Albany School of Pharmacy.",https://a0.muscache.com/pictures/60643961-96c7-403c-b420-d2c00082d192.jpg,69789449,https://www.airbnb.com/users/show/69789449,Dan,2016-05-01,"Albany, NY","Real Estate Management and Renovation in and around Albany, New York.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/ddb9af39-97ea-438c-8025-b0d0da67b016.jpg?aki_policy=profile_x_medium,Helderberg,1,1,"['email', 'phone']",t,t,Neighborhood highlights,NINTH WARD,42.65311,-73.78525,Entire home,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Ceiling fan"", ""Hangers"", ""Stove"", ""Shower gel"", ""Hair dryer"", ""Heating"", ""Patio or balcony"", ""Iron"", ""Conditioner"", ""First aid kit"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Body soap"", ""Dryer"", ""Washer"", ""Clothing storage"", ""Fire extinguisher"", ""Dining table"", ""Free parking on premises"", ""Essentials"", ""Hot water kettle"", ""Refrigerator"", ""Hot water"", ""Coffee maker: pour-over coffee"", ""HDTV with HBO Max"", ""Oven"", ""Bathtub"", ""Air conditioning"", ""Smart lock"", ""Free street parking"", ""Backyard"", ""Carbon monoxide alarm"", ""Private entrance"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Wine glasses""]",$190.00,1,100,within data,t,314,238,4.99,4.99,4.99,4.91,f,5.22
84,47334913,https://www.airbnb.com/rooms/47334913,20241105062440,2024-11-05,city scrape,"Newly renovated,Amazing Location,private parking","Neighborhood is great grocery store 3 minute walk, so many amazing restaurants and bars right across the street!",https://a0.muscache.com/pictures/3a939433-168a-4607-b577-6f8b2f4e89ee.jpg,152762198,https://www.airbnb.com/users/show/152762198,Allen,2017-09-30,"Albany, NY","Hi my name is Allen. I am an Albany native. I enjoy working out, playing basketball and have a passion for good food. I hope anyone staying here will enjoy the space as much as I do. ",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/4b2545af-2a93-4e42-84e9-e95579a9d9c2.jpg?aki_policy=profile_x_medium,Pine Hills,9,17,"['email', 'phone']",t,t,Neighborhood highlights,THIRTEENTH WARD,42.66646,-73.79184,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Hangers"", ""Hair dryer"", ""Heating"", ""Iron"", ""Self check-in"", ""Free parking on premises"", ""Essentials"", ""Hot water"", ""Cooking basics"", ""Lockbox"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Private entrance"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Shared patio or balcony"", ""Coffee maker"", ""TV""]",$92.00,3,700,within data,t,163,81,4.9,4.86,5.0,4.69,f,1.77
85,47345872,https://www.airbnb.com/rooms/47345872,20241105062440,2024-11-05,city scrape,Bright large 1 bdr loft in Center Sq -free parking,nice,https://a0.muscache.com/pictures/prohost-api/Hosting-47345872/original/0bea5da9-4a61-4020-a81c-33abb037f0cd.jpeg,19648678,https://www.airbnb.com/users/show/19648678,Terra,2014-08-07,"Albany, NY","I'm from Kansas City, MO. I've driven the entire US, logging over a  million miles on a 10 year working road trip. I settled in Albany, NY, a hardworking, no-nonsense sort of town, drenched in history, education and politics. I love this town not just for the town itself as much as the location. It's truly a sportsman's(sportswoman's) paradise, while being so close to very civilized civilization. There's easy access to NYC, Saratoga, Lake George, Vermont, Montreal & my favorite The Berkshires in Massachusetts.  ",within an hour,100%,82%,f,https://a0.muscache.com/im/users/19648678/profile_pic/1407449767/original.jpg?aki_policy=profile_x_medium,Center Square & Hudson/Park,4,7,"['email', 'phone']",t,t,Neighborhood highlights,SIXTH WARD,42.65345,-73.76663,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Hangers"", ""Hair dryer"", ""Heating"", ""Keypad"", ""Iron"", ""First aid kit"", ""Self check-in"", ""Dryer"", ""Washer"", ""Fire extinguisher"", ""Free parking on premises"", ""Essentials"", ""Air conditioning"", ""Free street parking"", ""Carbon monoxide alarm"", ""Private entrance"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""TV""]",$117.00,1,1125,within data,t,350,57,4.56,4.63,4.51,4.49,f,1.25
86,47408047,https://www.airbnb.com/rooms/47408047,20241105062440,2024-11-05,city scrape,"Quiet cozy apartment, private laundry, great spot!",Close to SUNY. Short two minute drive to everything,https://a0.muscache.com/pictures/e929370a-c3d6-4049-9287-09bb36da890e.jpg,152762198,https://www.airbnb.com/users/show/152762198,Allen,2017-09-30,"Albany, NY","Hi my name is Allen. I am an Albany native. I enjoy working out, playing basketball and have a passion for good food. I hope anyone staying here will enjoy the space as much as I do. ",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/4b2545af-2a93-4e42-84e9-e95579a9d9c2.jpg?aki_policy=profile_x_medium,Pine Hills,9,17,"['email', 'phone']",t,t,Neighborhood highlights,FOURTEENTH WARD,42.67156,-73.80883,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Hangers"", ""Stove"", ""Hair dryer"", ""Heating"", ""Iron"", ""Self check-in"", ""Dishwasher"", ""Dryer"", ""Freezer"", ""Washer"", ""Dining table"", ""Free parking on premises"", ""Essentials"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Lockbox"", ""Air conditioning"", ""Free street parking"", ""Carbon monoxide alarm"", ""Baking sheet"", ""Private entrance"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Coffee maker: Keurig coffee machine"", ""TV""]",$79.00,3,700,within data,t,357,59,4.9,4.9,4.98,4.85,t,1.31
87,47440071,https://www.airbnb.com/rooms/47440071,20241105062440,2024-11-05,city scrape,Lux Loft Suite in Historic Jesse Buel House,"Very walkable. Movie Theatre, Grocery, and several bars and restaurants are within a 5 minute walk.",https://a0.muscache.com/pictures/9d8bd06d-9494-451d-90b0-f30176194a62.jpg,382970529,https://www.airbnb.com/users/show/382970529,Thomas,2021-01-04,"Albany, NY",I have the great honor of being able to invite guests from around the world into my truly one-of-a-kind home. Countless hours have been spent curating this experience to elicit joy and invigorate curiosity. I hope we meet one day to share our stories and learn from each-other.  My best  piece of advice from a symphony of frolicking around the globe is to never let an adventure pass you by and always have an escape plan!,within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/User-382970529/original/f67e3cf8-d05c-455b-8f4e-7b2a7c4ecad7.jpeg?aki_policy=profile_x_medium,Melrose,14,23,['phone'],t,t,Neighborhood highlights,THIRTEENTH WARD,42.6692,-73.79849,Private room in home,Private room,3,1.0,1 private bath,1.0,1.0,"[""Ceiling fan"", ""Hangers"", ""65 inch HDTV with Hulu, Disney+, HBO Max, Amazon Prime Video, Netflix"", ""Pool table"", ""Shower gel"", ""Coffee"", ""Hair dryer"", ""Heating"", ""Portable fans"", ""Private backyard \u2013 Fully fenced"", ""Keypad"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Exterior security cameras on property"", ""Mini fridge"", ""Outdoor dining area"", ""Self check-in"", ""Board games"", ""Dishwasher"", ""Dishes and silverware"", ""Shared pool - available seasonally, open 24 hours"", ""Body soap"", ""Freezer"", ""Boston Acoustics Bluetooth sound system"", ""Fire extinguisher"", ""Dining table"", ""Central air conditioning"", ""Free parking on premises"", ""Essentials"", ""Cleaning products"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""Barbecue utensils"", ""Crib"", ""Hammock"", ""Pack \u2019n play/Travel crib - available upon request"", ""Indoor fireplace: gas"", ""Lock on bedroom door"", ""Toaster"", ""BBQ grill: gas"", ""Pool view"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Free street parking"", ""Laundromat nearby"", ""Baking sheet"", ""Noise decibel monitors on property"", ""Free washer \u2013 In building"", ""Shared hot tub"", ""Outdoor shower"", ""Wifi"", ""Free dryer \u2013 In building"", ""Kitchen"", ""Fire pit"", ""Blender"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Gas stove"", ""Coffee maker"", ""Wine glasses"", ""Private living room""]",$140.00,2,32,within data,t,77,149,4.97,4.99,4.99,4.98,f,3.22
88,47828453,https://www.airbnb.com/rooms/47828453,20241105062440,2024-11-05,city scrape,"Safe 2BR Albany Apt w/ Parking, 4 Long Stays",nice,https://a0.muscache.com/pictures/47b30ae3-42bc-4164-aa1e-1d49344ebf3b.jpg,299638115,https://www.airbnb.com/users/show/299638115,Dominick And Flerida,2019-10-03,"Albany, NY","Hi! My name is Dom . Due to my lineage in real estate and hospitality with my mom Flerida, I have developed a passion for hospitality and real estate, always looking to create amazing guest experiences. I will always try to meet your expectation and even go beyond the expectation of your stay. If you have suggestions for me, please let me know!  Flerida and I  own and operate multiple properties, from airbnb units to traditional bed and breakfasts.

Some great features I have are due to the inspirations of other guests that stayed with us at our other establishments and had interesting ideas. So please don't hesitate to let me know your thoughts. Feel free to communicate with me! 
Hope to see you soon, Dom",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/89182882-befc-488f-9851-e7b80ad0c3a4.jpg?aki_policy=profile_x_medium,unknown,3,3,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,THIRD WARD,42.656,-73.76123,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""Hangers"", ""Hair dryer"", ""Heating"", ""Iron"", ""Exterior security cameras on property"", ""Self check-in"", ""Dishes and silverware"", ""Dryer"", ""Washer"", ""Pets allowed"", ""Free parking on premises"", ""Essentials"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Lockbox"", ""Air conditioning"", ""Free street parking"", ""Carbon monoxide alarm"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""TV""]",$171.00,3,1125,within data,t,355,19,4.37,4.63,4.68,4.26,f,0.42
89,47902629,https://www.airbnb.com/rooms/47902629,20241105062440,2024-11-05,city scrape,"Renovated 2br/2ba, close to Alb Med & St. Petes.",nice,https://a0.muscache.com/pictures/miso/Hosting-47902629/original/3e978722-223e-4248-9300-d422e4b84cbd.jpeg,21886921,https://www.airbnb.com/users/show/21886921,David,2014-09-28,"Saratoga Springs, NY",We love to travel the world and we value our hosts because we too are hosts. ,within an hour,90%,67%,t,https://a0.muscache.com/im/pictures/user/c33b52e9-2425-4718-9180-bfb7bf719901.jpg?aki_policy=profile_x_medium,Pine Hills,2,5,"['email', 'phone']",t,t,Neighborhood highlights,THIRTEENTH WARD,42.66744,-73.79216,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,2.0,"[""Hangers"", ""Stove"", ""Hair dryer"", ""Heating"", ""Keypad"", ""Exterior security cameras on property"", ""Self check-in"", ""Dryer"", ""Washer"", ""Pets allowed"", ""Fire extinguisher"", ""Free parking on premises"", ""Essentials"", ""Hot water"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Private entrance"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""TV""]",$125.00,14,365,within data,t,253,7,5.0,4.86,5.0,5.0,f,0.16
90,47943571,https://www.airbnb.com/rooms/47943571,20241105062440,2024-11-05,city scrape,Downtown Albany 1 Bed + Workstation @ Maiden Lane,"Downtown Albany - Corner of North Pearl and Maiden Lane. Hopping area!<br /><br />There are many fantastic local dining options around Albany! We created two maps of nearby activities, adventures, food, restaurants and bars. Here are some of my favorites:<br /><br />Food / Restaurants / Bars <br /><br />Cobblestone Lunch Shoppe @ 37 Maiden Lane, Albany<br />Emmanuel Thai Restaurant @ 35 Maiden Lane, Albany<br />Pearl Street Diner @ 40 North Pearl, Albany<br />Downtown Nutrition Albany @ 27 North Pearl, Albany<br />Wizard Burger @ 74 North Pearl, Albany<br />The Skinny Pancake Albany @ 1 Steuben Street, Albany<br />Café Capriccio @ 49 Grand St., Albany <br />Banh Mi 47 @ 74 N. Pearl Street, Albany <br />Ria’s Bistro @ 113 State Street., Albany<br />677 Prime @ 677 Broadway, Albany<br />Ama Cocina @ 4 Sheridan Avenue, Albany<br />The Spinning Gyro - 38 S. Pearl Street, Albany <br />dp An American Brasserie @ 25 Chapel Street, Albany <br />Yono’s - inside dp’s @ 25 Chapel Street, Albany <",https://a0.muscache.com/pictures/miso/Hosting-47943571/original/7b561970-c239-48eb-b138-38a067c0083a.jpeg,385664127,https://www.airbnb.com/users/show/385664127,Dillon,2021-01-22,"New York, NY","Hi, I'm Dillon! Born and raised in New York, I love traveling and discovering new cultures. My family and I are excited to welcome you! We're always happy to provide local recommendations and ensure you have a great stay. Thanks from our family to yours!

The Stephentown Hotel
The Mark on Maiden",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/User/original/6975c324-89ba-4b8e-95fa-5fa6b7f80d11.jpeg?aki_policy=profile_x_medium,Downtown,7,9,"['email', 'phone']",t,t,Neighborhood highlights,THIRD WARD,42.65118,-73.75274,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Hangers"", ""Long term stays allowed"", ""Shower gel"", ""City skyline view"", ""Hair dryer"", ""Keypad"", ""Extra pillows and blankets"", ""Bed linens"", ""Exterior security cameras on property"", ""Conditioner"", ""Self check-in"", ""Board games"", ""Dishes and silverware"", ""Body soap"", ""Freezer"", ""Pets allowed"", ""Central heating"", ""Fire extinguisher"", ""Bluetooth Speaker Bluetooth sound system"", ""Essentials"", ""Cleaning products"", ""Room-darkening shades"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Elevator"", ""Oven"", ""Bathtub"", ""Barbecue utensils"", ""Air conditioning"", ""Toaster"", ""Free street parking"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Free washer \u2013 In building"", ""River view"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Free dryer \u2013 In building"", ""Wifi"", ""Kitchen"", ""Breakfast"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Electric stove"", ""Crib - available upon request"", ""Coffee maker: Keurig coffee machine"", ""TV""]",$102.00,2,1125,within data,t,268,155,4.87,4.97,4.88,4.9,t,3.42
